date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:48:17	110633/110633	---MC-	200	added ('OK')	image/jpeg	etag:%221d1b13fddc8b95968cfeab3f6c6c01bb%22	https://www.asb.com/assets/files/f0BNaATe/header_kids.jpg	C:/My%20Web%20Sites/asb/www.asb.com/assets/files/f0BNaATe/header_kids.jpg	(from https://www.asb.com/personal/personal-savings)
14:48:18	235155/235155	---MC-	200	added ('OK')	image/jpeg	etag:%228e0b1fc4c9146c8c4d20e6d795a7bae4%22	https://www.asb.com/assets/files/ibhC5UGA/sub-header-personalloan.jpg	C:/My%20Web%20Sites/asb/www.asb.com/assets/files/ibhC5UGA/sub-header-personalloan.jpg	(from https://www.asb.com/personal/personal-loans)
14:48:18	306660/306660	---MC-	200	added ('OK')	image/jpeg	etag:%228673c74284283803d978c1dc2810ac60%22	https://www.asb.com/assets/files/vnT0vE6i/wide-ad_digitalbanking02.jpg	C:/My%20Web%20Sites/asb/www.asb.com/assets/files/vnT0vE6i/wide-ad_digitalbanking02.jpg	(from https://www.asb.com/personal/personal-loans)
14:48:18	54443/54443	---MC-	200	added ('OK')	image/jpeg	etag:%22898bfee90741109eb9662db83eb92bf3%22	https://www.asb.com/assets/files/c8xoLh8t/header_pay-with-card.jpg	C:/My%20Web%20Sites/asb/www.asb.com/assets/files/c8xoLh8t/header_pay-with-card.jpg	(from https://www.asb.com/personal/personal-credit-cards)
14:48:19	507856/507856	---MC-	200	added ('OK')	image/png	etag:%22f9a5a1007870eccad53af6d9f2619b39%22	https://www.asb.com/assets/files/wLFyqEqj/header-topic%20Patrick%20Mahomes.png	C:/My%20Web%20Sites/asb/www.asb.com/assets/files/wLFyqEqj/header-topic%20Patrick%20Mahomes.png	(from https://www.asb.com/personal/15-month-flex-cd)
14:48:19	55147/55147	---MC-	200	added ('OK')	image/jpeg	etag:%220a4ecd53b12a4e51493885c2fd5be8b4%22	https://www.asb.com/assets/files/0qM3iROh/header-couple-laptop-kitchen.jpg	C:/My%20Web%20Sites/asb/www.asb.com/assets/files/0qM3iROh/header-couple-laptop-kitchen.jpg	(from https://www.asb.com/personal/cds-iras)
14:48:19	69239/69239	---MC-	200	added ('OK')	image/jpeg	etag:%22fd6d3b055c533f51211fae4aa57e2522%22	https://www.asb.com/assets/files/HPo5XEIF/header-couple-couch-phone.jpg	C:/My%20Web%20Sites/asb/www.asb.com/assets/files/HPo5XEIF/header-couple-couch-phone.jpg	(from https://www.asb.com/personal/other-services)
14:48:20	138968/138968	---MC-	200	added ('OK')	image/jpeg	etag:%22c1578124263416323c1d25add11b9dc6%22	https://www.asb.com/assets/files/Y1dVNclx/header-office-desk.jpg	C:/My%20Web%20Sites/asb/www.asb.com/assets/files/Y1dVNclx/header-office-desk.jpg	(from https://www.asb.com/personal/schedule-of-fees)
14:48:20	62140/62140	---MC-	200	added ('OK')	image/jpeg	etag:%22bb1d8ee693b5eec649cb131883278140%22	https://www.asb.com/assets/files/bjUnZFxx/header_calcs.jpg	C:/My%20Web%20Sites/asb/www.asb.com/assets/files/bjUnZFxx/header_calcs.jpg	(from https://www.asb.com/financial-calculators)
14:48:20	22649/22649	---M-Z	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202023%2019:48:21%20GMT	https://www.asb.com/calculator/auto-rebate	C:/My%20Web%20Sites/asb/www.asb.com/calculator/auto-rebate.html	(from https://www.asb.com/financial-calculators)
14:48:21	22517/22517	---M-Z	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202023%2019:48:21%20GMT	https://www.asb.com/calculator/debt-amount	C:/My%20Web%20Sites/asb/www.asb.com/calculator/debt-amount.html	(from https://www.asb.com/financial-calculators)
14:48:21	22887/22887	---M-Z	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202023%2019:48:21%20GMT	https://www.asb.com/calculator/student-rolldown	C:/My%20Web%20Sites/asb/www.asb.com/calculator/student-rolldown.html	(from https://www.asb.com/financial-calculators)
